Authors,Sykes,Ansari,Buress,Burnham,Silverman,Noah,Mulaney,Iglesias,Izzard,
Sykes,0,0,0,0,0,0,0,4,1
Ansari,0,0,0,0,0,2,1,11,0
Buress,0,0,0,0,0,0,0,0,5
Burnham,0,0,0,21,0,0,0,0,32
Silverman,0,0,0,0,7,0,0,0,0
Noah,0,0,0,0,0,3,0,0,4
Mulaney,0,0,0,0,0,0,0,0,5
Iglesias,0,0,0,10,7,0,0,0,5
Izzard,0,0,0,0,0,0,0,0,5
