Authors,Sykes,Ansari,Buress,Burnham,Silverman,Noah,Mulaney,Iglesias,Izzard,
Sykes,0,1,0,0,0,0,0,4,0
Ansari,0,0,0,0,0,0,0,5,0
Buress,0,0,2,0,0,3,0,0,0
Burnham,1,0,0,0,0,4,0,0,0
Silverman,0,0,0,0,1,0,0,4,0
Noah,0,0,0,0,0,3,2,0,0
Mulaney,0,4,0,0,0,1,0,0,0
Iglesias,0,0,2,0,0,0,0,4,0
Izzard,0,0,0,0,0,0,0,0,5
